index,term,prof_rating,requirements_met0,requirements_met1,requirements_met2,requirements_met3,title,registered,description,course_id,end_time,faculty,department,credits,start_time,size
190,18WI,4.35,,,,,Elementary+Greek,8,"From the triceratops (“three-horned-face”) to the antarctic (“opposite-the-bear-constellation”), ancient Greek has left traces in our language, literature (epic, tragedy, comedy), ways of organizing knowledge (philosophy, history, physics), and society (democracy, oligarchy, autocracy). It gives access to original texts from ancient Greece, early Christianity, and the Byzantine Empire, not to mention modern scientific terminology. In Greek 101 students will develop knowledge of basic vocabulary and grammar, and will begin reading short passages of prose and poetry. The class will meet five days a week.",GRK+101.00,11:00am,Chico Zimmerman,GRK,6 credits,9:50am,20
191,18WI,5,,,,,Intermediate+Greek+Prose+and+Poetry,4,"The goal for Intermediate Greek Prose and Poetry is to gain experience in the three major modes of Greek expression most often encountered “in the wild”—prose, poetry, and inscriptions—while exploring the notion of happiness and the good life. By combining all three modes into this one course, we hope both to create a suitable closure to the language sequence and to provide a reasonable foundation for further exploration of Greek literature and culture.",GRK+204.00,9:40am,Clara S Hardy,GRK,6 credits,8:30am,25
192,18WI,4.35,,,,,Weekly+Greek,4,"This course is intended for students who have completed Greek 204 (or equivalent) and wish to maintain and deepen their language skills. Students will meet weekly to review prepared passages, as well as reading at sight. Actual reading content will be determined prior to the start of term by the instructor in consultation with the students who have enrolled. There will be brief, periodic assessments of language comprehension throughout the term.",GRK+285.00,10:00am,"Clara S Hardy, Chico Zimmerman",GRK,"2 credits, S/CR/NC only",8:15am,25
193,18WI,4.38,Humanistic Inquiry,Intercultural Domestic Studies,,,U.S.+Women's+History+Since+1877,27,"he twentieth century women participated in the redefinition of politics and the state, sexuality and family life, and work and leisure as the United States became a modern, largely urban society. We will explore how the dimensions of race, class, ethnicity, and sexuality shaped diverse women's experiences of these historical changes. Topics will include: immigration, the expansion of the welfare system and the consumer economy, labor force segmentation and the world wars, and women's activism in civil rights, labor, peace and feminist movements.",HIST+123.00,11:55am,Annette Igra,HIST,6 credits,10:10am,30
194,18WI,2.2,Humanistic Inquiry,International Studies,,,Cold+War+in+East+Asia,4,"How is the Cold War in East Asia related to the global Cold War? Many argue that Cold War came prematurely in East Asia and outlasts the collapse of the Berlin Wall. Students will examine evolving patterns of the region's engagement with global dimensions of war, diplomacy, and trade and conduct a case study (e.g., Roosevelt on China, Stalin on North Korea, Kennedy on Japan, Khrushchev and Nixon on China, or Bush on North Korea). Themes may be drawn from sports and pop culture or urban renewal projects in terms of post-colonial nation building, market fundamentalism, and new empire formation.",HIST+158.00,3:00pm,Seungjoo  Yoon,HIST,6 credits,1:15pm,30
195,18WI,,Humanistic Inquiry,International Studies,,,Modern+Latin+America+1810-Present,26,"This course focuses on the legacy of colonial rule and asks how nascent nation-states dealt with new challenges of political legitimacy, economic development, and the rights of citizens. Case studies from the experiences of individual nations will highlight concerns still pertinent today: the ongoing struggle to extend meaningful political participation and the benefits of economic growth to the majority of the region's inhabitants, popular struggles for political, economic, and cultural rights, and the emergence of a civic society.",HIST+170.00,11:00am,Luis A Herran Avila,HIST,6 credits,9:50am,30
196,18WI,3.5,Humanistic Inquiry,International Studies,Writing Rich 2,,West+Africa+in+the+Era+of+the+Slave+Trade,26,"The medieval Islamic and the European (or Atlantic) slave trades have had a tremendous influence on the history of Africa and the African Diaspora. This course offers an introduction to the history of West African peoples via their involvement in both of these trades from the fifteenth to the nineteenth century. More specifically, students will explore the demography, the economics, the social structure, and the ideologies of slavery. They also will learn the repercussions of these trades for men's and women's lives, for the expansion of coastal and hinterland kingdoms, and for the development of religious practices and networks.",HIST+181.00,12:20pm,Thabiti Willis,HIST,6 credits,11:10am,30
197,18WI,3.9,Humanistic Inquiry,International Studies,Writing Rich 2,,Bringing+the+English+Past+to+(Virtual)+Life,18,"This course will explore the history of England from the time of the Tudors through the Industrial Revolution, with a particular focus on the history of poverty and social welfare. We will use new technologies to develop innovative ways to teach and learn about the past. Using a specially designed digital archive, students will construct life stories of paupers, politicians and intellectuals. One day per week, the class will work in a computer lab constructing 3-Dimensional, virtual institutions and designing computer game scenarios that utilize their research to recreate the lived experience of the poor.",HIST+235.00,12:20pm,"Susannah R Ottaway, Austin P Mason",HIST,6 credits,11:10am,20
198,18WI,3.9,Humanistic Inquiry,International Studies,,,"Communism,+Cold+War,+Collapse:+Russia+Since+Stalin",22,"his course we will explore the history of Russia and other former Soviet states in the period after the death of Stalin, exploring the workings of the communist system and the challenges it faced internally and internationally. We will investigate the nature of the late Soviet state and look at the different trajectories Russia and other post-Soviet states have followed since the end of the Soviet Union.",HIST+242.00,11:55am,Adeeb  Khalid,HIST,6 credits,10:10am,25
199,18WI,3.9,Humanistic Inquiry,International Studies,,,"Women+in+South+Asia:+Histories,+Narratives,+and+Representations",10,"The objective of this course is to analyze the historical institutions, practices and traditions that define the position of women in India. We consider the various ways in which the trope of the Goddess has been used for and by Indian women in colonial and post-colonial India; the colonial state's supposed rescue of Indian women; the position and role of European women in colonial India; how women's bodies come to embody and signify community honor and become sites of communal contest. We explore the making of Mother India; the connection between nation, territory and the female form; and the ways in which women have been represented in history as well as Indian cinema. ",HIST+259.00,3:00pm,Amna  Khalid,HIST,6 credits,1:50pm,25
200,18WI,3.9,Humanistic Inquiry,International Studies,,,Plagues+of+Empire,19,"The globalization of disease is often seen as a recent phenomenon aided by high-speed communication and travel. This course examines the history of the spread of infectious diseases by exploring the connection between disease, medicine and European imperial expansion. We consider the ways in which European expansion from 1500 onwards changed the disease landscape of the world and how pre-existing diseases in the tropics shaped and thwarted imperial ambitions. We will also question how far Western medicine can be seen as a benefit by examining its role in facilitating colonial expansion and constructing racial and gender difference.",HIST+263.00,12:20pm,Amna  Khalid,HIST,6 credits,11:10am,25
201,18WI,,Humanistic Inquiry,International Studies,,,"Revolution,+Rebellion,+and+Protest+in+Modern+Mexico",12,"This course explores the afterlives and contemporary legacies of the Mexican Revolution of 1910. We engage with the history of those that rebelled against the “soft dictatorship” of Mexico’s postrevolutionary state: workers, peasants, students, intellectuals, women, indigenous peoples, and the urban poor. We examine the achievements and shortcomings of these actors and movements and their attempts to revitalize an “unfinished” revolution, and together we reflect on how old and new demands for social and political change coalesce in moments of crisis, often in radical ways.",HIST+277.00,1:40pm,Luis A Herran Avila,HIST,6 credits,12:30pm,25
